"","F2","F3","Q38","surveyYear"
"7911","The walleye fishing is pretty good sometimes.","Hire more conservation officers to enforce fish limits",NA,2012
"7912","It's fun, my parents used to take my family wher we were kids and now I do the same","Have officers by lakes all the time. Catch people throwing fish on banks",NA,2012
"7913","","",NA,2012
"7914","","",NA,2012
"7915","","",NA,2012
"7916","","",NA,2012
"7917","","",NA,2012
"7918","We have many public lakes w/out club dues, Thanks to NGPC","we need for NGPC to keep up the excellent worl for enforcment",NA,2012
"7919","","",NA,2012
"7920","Where I live- there are many options for public fishing within 1-hour, by boat or bank fishing and many species of fish in tri-county canal, lakes and res.","I believe you do an excellent job. The 15"" min on walleye a few years ago, I believe was one of the best moves made. Quality walleye fishing has been the result of it",NA,2012
"7921","","",NA,2012
"7922","","",NA,2012
"7923","","",NA,2012
"7924","","",NA,2012
"7925","Eating the fish I catch","Keep up the good work",NA,2012
"7926","","",NA,2012
"7927","Being outdoors","Implement programs such as gold medal waters- limiting bag limits on trophy size fish",NA,2012
"7928","","",NA,2012
"7929","catching walleye","More fish cleaning stations, More stockign of fish,",NA,2012
"7930","Great way to spend an afternoon","More fish!
Open up the fishing at the lake just west of Bennington. Ridiculus that the only place you can fish is one dock on the whole lake. There are signs everywhere that say ""No fishing"" and you have to know that the signs apply to shore fishing only. That dock is open tto the public. Very deceitful",NA,2012
"7931","","",NA,2012
"7932","","",NA,2012
"7933","","Keep lakes full of fingerlings when needed, if need aeration do so, tio the body of water to keep open water.",NA,2012
"7934","","",NA,2012
"7935","Getting outside","Make the fishing permits cheaper",NA,2012
"7936","I Nebraska there is a number of different species to fish for. Most lakes I have fished are clean water lakes compared to other states I have fished. Most of the camping areas are kept clean","Upgrade campground at lake ogallala (50 amp-redo pads and have dump station clsoe instead of going to martin bay",NA,2012
"7937","Getting outdoors and being with friends and family also catching fish","We need larger reservations clser to the Eastern side of NE",NA,2012
"7938","","",NA,2012
"7939","","increase size and lower daily limits on some fish (walleye, Crappie) in lakes recuring high pressure",NA,2012
"7940","","",NA,2012
"7941","","",NA,2012
"7942","","",NA,2012
"7943","There are many decent to good lakes to catch nemerous fish close to home. There is a wide variety of gamefish in most lakes.","Make more lakes accessible to bank fishermen and put better areas of habitat around the banks to attract more fish.",NA,2012
"7944","","",NA,2012
"7945","Just being around the water","Stocking fish keeping boat docks workable",NA,2012
"7946","Several species of fish","More places for handicap fisherman",NA,2012
"7947","Relaxing while fishing and being able to eat my fish","To keep better eyes and ears on people fishing too much. Taking too many fish out during a 24 hour period and people who cull there catches",NA,2012
"7948","","",NA,2012
"7949","Challenging boat docks","Please stop stocking Northerns and muskies so my grandchildren will have some fish to catch and eat. Do a better job of stocking white bass, walleyes and wipers. Need to put trees in lake to help crappie fishing. Go to KS and take lessons they have very few northerns and muskie. State fair also need to display better info. Need game warden to man booth.",NA,2012
"7950","","",NA,2012
"7951","","",NA,2012
"7952","We go to the fremont lake's. It is pretty and usually nice and quiet. Donít always get fish but just nice to get away","Keep up the good job",NA,2012
"7953","Resident","More public access in E NE",NA,2012
"7954","","",NA,2012
"7955","There's more places and rivers","Lower the price of fishing permits.",NA,2012
"7956","","",NA,2012
"7957","Family","Not spending money on the piping clovers 
managing asian carp",NA,2012
"7958","I like the wide variety of water available in my area. The MO River's conditions change as it runs south along the border from wide and somewhat slower to the N. To many dikes as you go S. Supplying many diff. fishing cond., There are also plenty of lakes and ponds around when I feel like changing the methods and types of fish I want to catch. Little to no interference from law enforcement.","1-It would be nice to have better/more access to ponds and lakes
2- the kids need more opportunities to attend seminars, expos and workshops. They need more reasons to get active outdoors.",NA,2012
"7959","Good variety of fish","Keep improving local types of fish and boat docks",NA,2012
"7960","","",NA,2012
"7961","","Need new large resevoir",NA,2012
"7962","","",NA,2012
"7963","","More stocking",NA,2012
"7964","Being in nature, both alone and with friends n family","",NA,2012
"7965","Variety","Get more fly fishing for trout options",NA,2012
"7966","Most areas are easily accessible, or smaller bodies of water not requiring a big boat usually fishing is pretty good","",NA,2012
"7967","Clean water","More bank fishing access for those without boats",NA,2012
"7968","Itís a great time to be w/ my husband paddle ovr canoe and catch some fish for supper","More public water access would always be welcome",NA,2012
"7969","I would like it if people wouldnít cross your line and chase you out","I am a bank fisherman but I donít like trees along the bank. When you catch a fish and it is bleeding real bad and you know its going to die you should be able to keep it.",NA,2012
"7970","","Try and keep carp out of farm ponds",NA,2012
"7971","","Post fishing or no-fishing signs near farm ponds",NA,2012
"7972","","",NA,2012
"7973","Fishing with my son","Keep up the good work",NA,2012
"7974","","",NA,2012
"7975","Just getting out in nature","more structure",NA,2012
"7976","Availability","Stock lakes w/ bass as densely as trout",NA,2012
"7977","","Please improve the access for anglers who fish from shore. Also, the cost of a fishing license needs to be seriously reduced to encourge family activities in fishing.",NA,2012
"7978","Rennovation of lakes to keep good fishing close to home!
Also like the Northern pike pop. In Wanahoo","Keep up the focus on stocking, rennovation and making website information available on fishing. Keep size limits on bass fishing at 21""",NA,2012
"7979","I like the fact that there is a lot of lakes within 20-30 miles of my house and that each lake river or creek have dif. Fish but the same I.e the bass at one spot are one size and at another dif. Size and fight. That's why I fish the fight with all fish small and big","A lot more lake sneed to be stocked on an annual bases like twice a yaer and some lakes need to be dredged to be deeper in spot for better boat access.",NA,2012
"7980","It's close to home","The MO river impoundments are mainly what we fish. More so in SD than NE. NE facilities need a lot of TLC. Used to fish Merritt Res and with good success but not so much anymore We need to pattern SDGFP",NA,2012
"7981","","",NA,2012
"7982","Goodf people","More catfish stocked in area lakes less bluegill",NA,2012
"7983","","",NA,2012
"7984","I like the beautiful scenery that is viewble in the summer, spring and fall","I don't think anyone really needs to be changed accept that some lakes need to be cleaner and all the junk removed",NA,2012
"7985","Catching fish and enjoying scenery","The control of the water on the MO river needs to be a steady depth. I've seen lots of people killing pike intentially to improve the walleye pop. This is neglect of pike.",NA,2012
"7986","I like spending the time with my family I like the thrill of catching any fish","",NA,2012
"7987","","",NA,2012
"7988","","",NA,2012
"7989","","",NA,2012
"7990","","",NA,2012
"7991","It is close to where I live and enjoy the friends to relax","Reduce the fees to state parks simplify the rules etc..",NA,2012
"7992","","",NA,2012
"7993","We love fishing as a family","Make the cost of fishing cheaper. Its way to expensive to fish anymore. And the lakes arent even stocked. We spend 60+ dollars to go fishing and didn't even catch anything to take home next year I will not buy a license. This used to be a sport/hobby but it has turned into another yearly bill. Things need to change",NA,2012
"7994","","",NA,2012
"7995","Having lakes near enough to get to with just a short drive. Having clean well maintained areas to fish from.","Providing facilities at lakes where fish can be cleaned before taking home.",NA,2012
"7996","","",NA,2012
"7997","Being able to get on the water in a min amount of time.","Having the ability to access ramps with the docks and ramps available in the fall. Maintaing alll dock and ramps at all times uphodling all posted laws and regs. In all areas not just at most visited site.",NA,2012
"7998","","More fish in lakes",NA,2012
"7999","","",NA,2012
"8000","The variety of species","Don't feel qualified to suggest anything",NA,2012
"8001","The scenery","We need better docks, btter enforcment, bigger lakes, better access",NA,2012
"8002","The lake we usually fish is close to home","Lower fishing permits annual park permits",NA,2012
"8003","A lot of farm ponds have trophy bass and catfish that you can catch fish from the bank","To many rivers and streams in the state you canít fish bc land owners wonít give you access to the water. There should be a sit back on both sides for people to walk down. I know the land is owned but there should be a way to have access to the river.",NA,2012
"8004","There arenít a ton of people at the water. People are usually very nice and polite.","Just to continue taking steps to ensure healthy lakes, ponds, and streams so that stocked fish can survive and native fish can repopulate. Regulate boating and enforce rules",NA,2012
"8005","catching fish to eat out of half-way clean waters","Make it easier to be able to fish close to one's campsite. Easy to get to banks to fishfrom. Put up toilets near places a person can fish wich are not available for overnight camping. More women would go fishing with their husbands",NA,2012
"8006","A good inexpensive wat to enjoy the outdoors","Better access to rivers",NA,2012
"8007","","",NA,2012
"8008","we always do fishing in NE nto in 2012-Too hot and no water always go to sherman res. Couldnít get boat in.","",NA,2012
"8009","Well it's not too crowded you can usually get a bite or 2 and the public lakes have good access for shore/wading fishermann, some assholes do need to stop littering the shore","East branch verdigre creek, best trout stream around. I know the trout are stocked but itís a great resource. Protect it.",NA,2012
"8010","Being outdoors mostly. The big drawback is that it is a rather long drive to most of the better fishing places. With the price of gas we donít go like we used to. I got rid of my boat and my fishing is now from the bank. I will soon turn 70 and the number of fish caught isn't as important as it seemed to be when I was young.","I used to fish Johnson lake a lot at one time. I noticed that many new immigrants kept about all the fish they caught- many obviously not lega. This has been some time back and it may not happen like that anymore. It si a hard question as I know your department has so many challenges with the size of our state and the available revenue. I didnít fish this year bc of the hot weather, my health etc but plan toget back to fishing in 2013",NA,2012
"8011","Lots of fun","",NA,2012
"8012","Climate","None",NA,2012
"8013","Someplace to go and have a good time with my son and grandson","Stock the lakes around Omaha better and more often. Also, make sure theres more access to shore fishign. And would be nice to have some more shoreline to fish",NA,2012
"8014","","",NA,2012
"8015","Multiple species available","Improve access to lakes, streams and rivers",NA,2012
"8016","","",NA,2012
"8017","I like it that NE has lakes, ponds and rivers etc all around us","I have become diaabled and cannot walk very far at all. There need to be places closes to the water that aare not so far from parking spaces, disabled fishing spots.",NA,2012
"8018","","",NA,2012
"8019","I live on a private lake. Old gravel pit. Fishing is less than 100 ft away. Whoever I wast to te relax, I grab a pole/lure and go plug for awhile","Keep the invasive species out keep the water clean",NA,2012
"8020","","",NA,2012
"8021","It is close to my home","Drop the size limit on walleye or the slot is crap.",NA,2012
"8022","There are typically a lot of good days weather wise to go fishng","The lakes and ponds in our area are very dirty and hard to fish in, haven't had great luck fishing in the public ponds in our area.",NA,2012
"8023","","I would like to see more catch/release only lakes with quality fish",NA,2012
"8024","Catfishing on Platte river","Leave water alone on rivers in NE. To many people messing around with the flow's and regulating water flow's. Plain and simple leave rivers run as they were intended to run.",NA,2012
"8025","NGPC's efforts haved improved water quality and fishing quality in past 10 years. New waters are constructed properly with bear claws, trees left in basin, rip rap banks, humps, drops, etc. Exam. Lake leigh continue rehap efforts existing 
Lake wannahoo waters","Continue to keep hunting- fishing permits to maintain funding. Lake leigh (25 miles aways) sure had people using facility assets. May take smaller ponds, lakes etc conveniently located by populations centers to keep Grandparents, mom and dads, w/ kids fishing camping and hunting. Must continue to create new customers. KS website is interesting to review!?!",NA,2012
"8026","I've been fishing since I was 9. Growing up my folks would go fishing, camping and I fell in love with it. This past summer wasnít so hot bc it was -so hot. Overall, fishing is a great relaxation for me to get out and away from a very stressful job and just sook up the outdoors and enjoy the wildlife. Whether its watching a turtle trying to steal your bait or a muskrat swimming past or the thrill to see a blue heron, it's great; catching a fish or not, it is a passion of mine. The state parks are always clean, we plan to do more fishing in '13 it rain and isn't so hot.","I guess my biggest concern are those stupid flying asian carp in the MO river, maybe work with Iowa offical's and see if there isn't some kind of chemical to kill off the dam things and keep them from spreading to other waters.",NA,2012
"8027","","* Avoid Irrigation and drawing water lvls down
*Avoid chemicals and fert. From being entered in streams which end up in lakes.",NA,2012
"8028","Most areas are kept clean and have trash barrels to disopose rufuse.","",NA,2012
"8029","","",NA,2012
"8030","Lakes are close to when I fish I don't have to travel far with a low income","I wish we could get more catfish and blugill. Wish also, to see more crappie in the lakes as well.",NA,2012
"8031","Most of the time the lakes are not over crowded with other boaters and fisherman","Stock our lakes with more walleye/ game fish and stop selling them to other states",NA,2012
"8032","I am 85 years old, and I donít got anytime for my life. I am a vet for 21 years. I donít you treat a vet like that.","",NA,2012
"8033","Good fishing","Make Ice fishing more accessible to the lakes, tough to pull sled up and down grass slope's when therers lack of snow, or to deep.",NA,2012
"8034","Unless you have access to some great private ponds in NE, E NE public waters are not that great.","I wish we had better crappie fishing in this state like KS and Walleye like S. Dakota. I think park stickers are too expensive here in NE too. Need more public access to private ponds!!!! We need cleaning stations!!!",NA,2012
"8035","I love fishing with my son","I would like to see a lot more water in lakes. I know mother nature doesn't always agree.",NA,2012
"8036","Usually it is possible to catch some fish- the facilities at the lakes are well kept.","",NA,2012
"8037","West NE interstate lakes, seem to always dish out some sort of surprise, of all kinds in nature. Ex. Once caught 7 catfish in a row ""every cast pulled one in"" each increasing in size till the 7th one got to rock shoreline and snp goes the lina foot away, It was a BLUE. Suprising part all on same spoon spinning lure mepps black fury","Daming more streams and rivers for reserviors being created, always have a better experience on reserviors wether big or small in size.",NA,2012
"8038","","",NA,2012
"8039","","",NA,2012
"8040","When I go fishing, I go with my family or friends. For me, fishing is an enjoyable social activity. Although catching fish and keeping fish are fun, my favorite part about fishing is spending time with family and friends outside.","I would suggest that the fish have more habitats in the lakes, so they can hid and reduce.",NA,2012
"8041","","",NA,2012
"8042","","",NA,2012
"8043","You donít have to travel very far to find some great fishing","none at this time.",NA,2012
"8044","Getting away with grandkids and having a good time with them.","",NA,2012
"8045","We do a lot of fishing at Louisville state res and my kids always catch fish. This year my son caught a catfish that was tagged out of the Platte","Stock the state rec areas like Louisville with more fish!!!",NA,2012
"8046","","",NA,2012
"8047","","",NA,2012
"8048","","Chare more and spend more",NA,2012
"8049","The relaxing feeling of watching the bobber and the sun setting down. Just getting away from work is the best way to relax and spend my time. I donít sit @ home and watch tv, would rather be outside.","Sto k more fish, have more free fishing days to encourage to get out.",NA,2012
"8050","A variety of options including lakes, reserviors, ponds, sandpit lakes and river's","1. Better information on fishing availability in smaller lakes and ponds that are open to public fishing. There should appear to be a lot of smaller lakes in wildlife mgmt. areas, but limited info on what type of fishing available.
2. More focus on improving aquatic habitat, similar to approach that Iowa has used.",NA,2012
"8051","The variety is pretty good, most lakes are maintined well","Enforce littering littering laws in parks, or at least put some signs up with the fine amts for it.",NA,2012
"8052","Just like the sport of fishing","Need to get rid of the Asian carp.",NA,2012
"8053","One of the best things about fishing is NE is the fact that there are many Dif. Lakes and ponds in the state which are open to the public. I enjoy taking my grandson fishing","The areas that would suggest for improvement would be keeping the shore areas around the lakes from weeds, grass, small trees and keep the grass cut short all around the lakes.",NA,2012
"8054","Location","Increase stocking",NA,2012
"8055","Relax and hopefully catch some that can be ate","Stop overfishing of certain lakes and streams",NA,2012
"8056","Access and cost","Website reporting weekly what fish are being caught and whatever",NA,2012
"8057","","",NA,2012
"8058","","",NA,2012
"8059","Fishing in NE is very challenging The valentine refuge is really cool!!!","We need more water",NA,2012
"8060","It's relaxing, being outdoors","",NA,2012
"8061","It's good to get outside.","None, You are doing a good job.",NA,2012
"8062","We have a lot of choices of what you want in fish for and hopefully catch some","stocking, catch limits",NA,2012
"8063","","More access to river and streams",NA,2012
"8064","Its close to home","",NA,2012
"8065","","",NA,2012
"8066","","",NA,2012
"8067","","",NA,2012
"8068","","Lower the cost for parking permits fishing licenses and stamps- it's just too costly",NA,2012
"8069","","",NA,2012
"8070","It's fun to get out and do the things we love to do.","Nothing.",NA,2012
"8071","It was a great 2012 year with good fishing and limits until drought and lower waters.","*More fishing habitat far largemouth bass in lakes and canal lakes to increase the pop and fishing areas like other states have done",NA,2012
"8072","","",NA,2012
"8073","","",NA,2012
"8074","a lot of places to fish usually lots of water","Need more bait shope",NA,2012
"8075","relaxation, catching one's own fish that can be eaten and shared with friends and family","",NA,2012
"8076","","",NA,2012
"8077","","",NA,2012
"8078","","",NA,2012
"8079","Challenging and access","Selective fishing in hard fished lakes.",NA,2012
"8080","The fishing has not been very impressive lately! I am ready to give up and play more golf.","Better facilities and better access to a wider number of lakes and ponds.",NA,2012
"8081","Being outdoors with friends and family away from everyday stresses","Get control of the pop. That keep whatever they catch. There needs to be more crackdown on these people. I have seen it dozens of times. No wonder why it gets harder and harder to catch fish.",NA,2012
"8082","Just being outdoors","More trash containers at places",NA,2012
"8083","It is local","more lakes to fish",NA,2012
"8084","","",NA,2012
"8085","","",NA,2012
"8086","","I would like to see the NGPC website post weekly fishing reports for the larger lakes.",NA,2012
"8087","Most are easy to get to./","better shore fishing spots",NA,2012
"8088","It's close to home","I think you do a great job as is.",NA,2012
"8089","Lots of selection","Extended parks hours where fishing is done.
Make dates available of when last stocked
more catfish
less Bluegill/crappie (they eat up bait)
Lighting 
Remove autolock gate at the end of ""rainwood rd"" entering into cumminham road
enforce dog leashes in fishing areas",NA,2012
"8090","","",NA,2012
"8091","Relaxation-To get outdoors and away","Stock lakes with more gamefish",NA,2012
"8092","","",NA,2012
"8093","","",NA,2012
"8094","The experience","",NA,2012
"8095","Enjoy God's creation
Family entertainment. Live close to ponds, lakes, rivers, to be outdoors, relaxation, to be with husband. Catch fish to eat.","",NA,2012
"8096","Cleaning stations, boat ramps","Crappie and perch are a good fish to catch for old and young people alike. Stock perch and crappie in sandhill reserviors Calamus, Merritt and swan, Willows (near ainsworth) stock Walleye in big res.Sherman, Calamus, and Branched oak, Harlan co. (no more wipers and white bass)",NA,2012
"8097","I live near a lake and always seem to catch something","Would like to see more fish stocked especially walleye up the possession limit increase.",NA,2012
"8098","Many waters I fish are peacful bc of fish them during the week. I do not like to compete with water ?? And ??? While I am fishing.","The NGPC allws the use of ATV's on certain lakes during ice fishing season. I am 70 YOA and some of the lakes I would truly enjoy ice fishing are closed to the use of atv's which eliminates the possibility of my fishing more waters.
Suggestion- sell a permit for those over a certain age that are limited physically I would buy mine in a NY minute.",NA,2012
"8099","The variety of fish that you have the opp. To catch.","",NA,2012
"8100","The variety of fish and places to fish","handicap accessable ramps.
More trash cans at public lakes. Signs saying not to throw fish on shore",NA,2012
"8101","Getting outddors with the family!","keep lakes stocked with good fish! You are doing a good job keep it up.",NA,2012
"8102","","",NA,2012
"8103","","",NA,2012
"8104","Close to home/","Need to improve habitat. Crappie pop. At Sherman is not growing like it should",NA,2012
"8105","Being outdoors- on the Platte river 
eating our catch
being with friends watching eagles","enforce the law
educate young folks",NA,2012
"8106","Close to home","stocking",NA,2012
"8107","Always catch fish, not always trophy size but when I do I release all my catch.
People think Im crazy","I caught a 6lb bass and I used to give them to other fisherman. I drove by his house to pick up my bucket and this lovely fish had died now I'm selfish I put them all back",NA,2012
"8108","","The river needs good bait ramps to get on and off the river safetly and not to fight the current of the river.",NA,2012
"8109","That most places myself and my wife go, you can camp so you are not driving back and forth with the price of gas these days and you can make a weekend of it!","Would like to see more access for the bank fisherman. We have a boat and botor but don't always take it, and someplaces we fish has maybe a couple spots you can fish from shore.",NA,2012
"8110","Close to lakes","Improve fishery in major lakes.",NA,2012
"8111","Enjoy just getting away, take kids grandkids so need fishing to be good to keep them interested","Enjoy articles on Fish and Game websites. I think a website that told of where fish are biting and on which baits. Lures are working. The stocking info is also interesting.",NA,2012
"8112","Closer
people are nicer
familiarity","Stabilize water levels in Lake mac",NA,2012
"8113","Scenery, the wide variety of fish to catch.","Somehow telling people the importence of picking up after yourself.",NA,2012
"8114","Variety of fish","Stock, stock, stock forget about fish that have no economic value like pallid sturgen, NGP needs to look at states like IOWA SD in not only fish but big game mgmt. No offense they are better at it. But hey ""GO BIG RED""",NA,2012
"8115","catching fish","",NA,2012
"8116","12-14"" crappie
catching cat. With stinkbait in Platte","",NA,2012
"8117","Living in the E. part of the state- I'm within an hour of a lot of good fishing lakes, Most contain good numbers of crappie and bluegills which I fish for most. With little effort I can, for the most part, catch enough fish for eating.","I donít get to far from the Fremont lakes and what they are doing there now is super. With the docks they are putting in, that's going to help a bunch. Maybe they could improve a couple of the boat ramps on the smaller lakes-they could be working on that now. GOOD JOB",NA,2012
"8118","Challenge of small streams such as soldier creek at fort rob. Diversity of settings/sites.
Well maintained areas/streams","Keep up the great work! Stock more late fall trout in Towl park pond in Omaha",NA,2012
"8119","That you can catch catfish in most of the lakes","More people watching lakes so people donít take fish",NA,2012
"8120","I like to fish for large mouth bass in private ponds. Being outdoors is very important.","Stocking private and public ponds and lakes as other as possible.",NA,2012
"8121","","I have experienced dogs running loose. Somtime's the dog owners will let their dog swim in the waters where people are fishing. There is a need for police potrols to stop dogs w/out leashes and the owners leaving the dog droppings.",NA,2012
"8122","","",NA,2012
"8123","","",NA,2012
"8124","I love the scenery and solitude","Some of my favorite fishing spots are beginning to become covered with trash from disrespectful people. Not sure how to best resolve this",NA,2012
"8125","Not a lot of fishing pressure weather is good. Lots of fishing opps. Lots of good access","Maybe provide more public access to rivers, streams and creeks, especially in the western part of the state",NA,2012
"8126","","",NA,2012
"8127","that is in NE it's not over crowded and has more fishing options","We thik NE fishng is the best keep up the good work!",NA,2012
"8128","I go fishing to relax and get away from it all I can go out all day and not catch a thing and still have a good day. Just to be where ther public can not find me. I work for a small town and everyone knows where you live. But they donít know where I fish by the way I donít answer me cell unless it's my wife calling.","I would like to see the limit on channel catfish raised to 10 fish in the MO river like it is on lakes. What can we do about the asian carp in the rivers and lakes. It is getting dangerous out there with them jumping in thto the boats I have been hit by them and it hurts.",NA,2012
"8129","","",NA,2012
"8130","There is a chance of catching a trophy fish through it is not the top of my concerns. I like Mac and its less then a 4 hour drive","I believe you do an excellent job of keeping the pubblic informed through newspapers but its different to get a current fishing update on the website.",NA,2012
"8131","","",NA,2012
"8132","","",NA,2012
"8133","I like fishing around Gavin's point","Stronger regulations 
More shore access
influence picking up your garbage",NA,2012
"8134","The effort of the DNR to stock trout in urban areas as well as streams throughout the state.","Cont. an urban trout stocking program to allow more folks to experience trout fishing. 
Continue to provide access to favilities and walkways for folks with disability.",NA,2012
"8135","Fishing with my sone","",NA,2012
"8136","","",NA,2012
"8137","Fun","More walleye",NA,2012
"8138","The River","Leave the river alone
Paul ireland
1520 HWY 20
jackson, NE 68743",NA,2012
"8139","","",NA,2012
"8140","There are a lot of sandpits around Fremont where I live and I fish all of them I can most are private","I think you do ok for what we have. Nebraska is not Canada",NA,2012
"8141","It is close to home","",NA,2012
"8142","","Improve the fishing and habitat around the Omaha area",NA,2012
"8143","I like being able to find place that are peaceful when fishing so all you need to do is relax. I also enjoy the variety of fish a person is able to catch.","",NA,2012
"8144","","We need better fishing near Lincoln and Omaha. It seems we have to drive at least 2 hours to fish for nice sized fish.",NA,2012
"8145","being able to get out of the house to relax with the family","Keep doing what your doing",NA,2012
"8146","","",NA,2012
"8147","","",NA,2012
"8148","","",NA,2012
"8149","","",NA,2012
"8150","","",NA,2012
"8151","Most areas are clean with easy access","",NA,2012
"8152","","",NA,2012
"8153","-Variety of species available 
_Variety of destinations available","",NA,2012
"8154","There is plenty of water types so you can fish a variety of ways","Would like to see better walleye populations",NA,2012
"8155","To get away and relax","have you thought of a family fishing permit or a couples permit and give a discount for such or 1 free park permit with one of the above.",NA,2012
"8156","","",NA,2012
"8157","The variety of fish species. I can choose an adventure and go do it whether it is bowfishing, looking for a trophy, supper, action for the kids. Relaxation or a quick fish fry","More enforcement, better response to those reporting violations! Stiffer fines, Those choosing to ignore regulations should fear being caught. That is the education you should be focusing on. There is no ends for eforcment question in section D",NA,2012
"8158","","",NA,2012
"8159","being close to home","Stocking more fish improving habitat",NA,2012
"8160","Good fish
Clear water","make sure The MO river does not flood like 2011. iot destroyed our saummer home and al the area around us by Niobrara",NA,2012
"8161","Local lakes are decent. Can get too many area lakes in Omaha and have a good fishing outing. Big lakes out west are nice wish there was a bigger lake near Omaha area","Would recommend a night fishing tag for purchase. Annual. Then those who actually fish could purchase- have some sort of reflector type allowing bearer to fish local lakes ALL nights vs vacating at 10pm 11pm etc many of our large cats were caught between the hours of 1am and 5am",NA,2012
"8162","","",NA,2012
"8163","Finding a big fish tha t is hungry, swaping stories with others finding new places to fish","Lower price of fishing license and no parking permit",NA,2012
"8164","Eating what I catch","Allow us to keep 10 catfish",NA,2012
"8165","","",NA,2012
"8166","Relaxing and the skill of fishing","Stock white bass in E NE",NA,2012
"8167","","",NA,2012
"8168","The water areas are usually clean and pleasant- well kept NGPC does a good job w/ mait. And most anglers are respectful and clean after themselves","",NA,2012
"8169","It is the state in which I live","Stocking of larger fish for better survival rate (walleye) 
more perch fisheries",NA,2012
"8170","Ne stocking sport fish for anglers to catch like the paddlefish and getting young people involved in fishing.","resident annual fishing license, Nebraska park permit keep the coast down. Make sure people have access to leased or purchsed rights to access private land for fishing or hunting. No gates if I pay for it I want to use it.",NA,2012
"8171","I like the chance to stand out from and typically out-fish -other ""beer fisherman"" while shorefishing a flt rod.","Clean up fontenelle
Create an access stamp that allows adults to fish limited access ponds w/o child or elderly
Provide family permits
Enforce the laws. I fished 2-3 days per week and saw more LMB and Green sunfish feed poaching immigrants w/o ranger in sight",NA,2012
"8172","","",NA,2012
"8173","It's fun to hang out with family and friends and help kids to ish and watch the excitement on there faces.","",NA,2012
"8174","Scenery, not too crowded","Stock more heavily. Enforce game laws.",NA,2012
"8175","Closer to home","More DNR at the lakes to fine the ones taking the fish that are too small",NA,2012
"8176","Never a crowded spot where we go
peaceful, quiet and calm. Feels like it's all to yourself","For rivers cutback on irrigating. Keep water levels stable April thru OCT. Need more small lakes in our area (NE NE)",NA,2012
"8177","","",NA,2012
"8178","Lots of places to fish and boat. I just wish I would have had more time the past 2 years maybe I hopefully I can ice fish and go more in 2013","My husband would like to jug fish again on lewis and clark lake. The grandkids really had fun checking the jugs.",NA,2012
"8179","getting away with friends for the day","We need better fishing in and around the metro area",NA,2012
"8180","Spending time with my family and teaching them how to fish and seeing them catch fish with the tech. they learned.","Limit the number of out of state fishing licenses issued. Last year lake mac was so full of CO residents, My family and I couldn't find a spot around the lake. Their were many of my friends and neighbors that had bad experiences like this also. If we lived here and pay taxes here, we shouldnít have to struggle to find a spot due to too many out of state anglers.",NA,2012
"8181","I just like the time I spend outdoors on the water","Continue what youíre doing and get input from the other state fisheries departments.",NA,2012
"8182","","Focus on exterminating the Asian flying carp",NA,2012
"8183","","",NA,2012
"8184","I am impressed with the prof. of the NGPC  in order to ensure that the laws that govern fishign and hunting in our state are adheard to. This makes every fighing trip a new experience no matter ethnicity or sex","There are numerous city ponds and other places available to the avid angler to experience, but due to political or whatever reason, these places are not available for harvesting anything. This will lead to stagneted ponds and areas that will seen be over populated and will invite a fish kill from not being harvested. This need to be looked into and changed if possible.",NA,2012
"8185","","",NA,2012
"8186","","",NA,2012
"8187","The sandhill enviroment around Calamus Reservoir","Donít know",NA,2012
"8188","","",NA,2012
"8189","Clean sites
facilities (restrooms)
Mowed parks-where we fish
Access by boat to water","Spend more money on small parks 
Not just Mahoney-too mush time and effort spent on Mahoney",NA,2012
"8190","","",NA,2012
"8191","Good boat ramps
good cleaning station
clean restrooms","Stock lakes in central part of state. 
Fine pleasure boaters and jet skies for improper use
Take away boat launch fee",NA,2012
"8192","Usually the areas are clean and not trashy. However, this has deteriorated since alcohal was allowed at the lakes","Provide more fishing only lakes we need lakes where jet skies are allowed and no speedboats pulling tubes and waterskiers. Jet skies operators are very rude and will disturd areas where fisherman are fishing. This applies to speed boaters as well these people almost always are drinking and very rude and aggressive. They enjoy disturbing fisherman",NA,2012
"8193","","",NA,2012
"8194","","",NA,2012
"8195","You can catch anything in the river","More crappies and flathead catfish in the state rec areas",NA,2012
"8196","For the most part people are respectful of others who are fishing and it allwos folks a chance to get away from the suffocating livbes they are forced to live day in and out. Lots of oppurtunities for yound kids to try something dif.","To bring back specialized contests for young kids. When I was younger they had a tourny where bullheads had metal bands on them with a number corresponding to a prize. It got a lot more kids involoved in fishing.",NA,2012
"8197","I love the NE lakes and I Have yet to meet an unfriendly fisher","",NA,2012
"8198","","",NA,2012
"8199","","",NA,2012
"8200","Being outdoors and just relaxign with friends and family","I think and see to many asian people catching and keeping all the fish they catch no matter what the size they donít seem to fish by the rules, I wish they could fish by what is the law and being responsible. I would like to keep our lakes clean of al the trash people leave behind. We have a lot of fisherman that arenít responsible",NA,2012
"8201","","Restockign, more habitat, bigger size limits, better fish cleaning stations, take lessons from other states.",NA,2012
"8202","local","",NA,2012
"8203","","",NA,2012
"8204","I can always find a lake or sandpit within 100 mile that the fish are biting. Thanks","I go to a lot of lakes and ponds I know money is a problem which NGPC need more law enforcment, but I see a lot of people keeping everyfish they catch. I would like to thank the NGPC for what they do.",NA,2012
"8205","","",NA,2012
"8206","","",NA,2012
